numero_os,tss,dia,tse,data_execucao,data_competencia,equipe,atc,ato,municipio,bairro,logradouro,observacao
2634756317,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-29,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-29 09:21:00,2026-08-28 14:23:00,MOTO-ME CVV- MATHEUS SILVA,929,32,SÃO PAULO,JD SABIA,"RUA BARAO DA CUNHA DE ARARIPE, 39 - A",
2630978736,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-01,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-01 12:29:00,2026-07-31 14:41:00,MOTO-ME CVV -JEFFERSON DA SILVA,929,32,SÃO PAULO,JD LUCELIA,"RUA RENE CASSIN, 115 - C/1",
2630966159,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-01,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-01 11:57:00,2026-07-31 13:50:00,MOTO-ME CVV -JEFFERSON DA SILVA,929,32,SÃO PAULO,GRAJAU,"AVENIDA FERNANDO ABASCAL, 23",
2631533409,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-06,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-06 12:12:00,2026-08-05 14:18:00,MOTO-ME CVV -JEFFERSON DA SILVA,929,32,SÃO PAULO,JD COCAIA,"RUA TIBERIO GRACO, 49 - CANC",
2631539236,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-06,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-06 11:18:00,2026-08-05 15:07:00,MOTO-ME CVV -JEFFERSON DA SILVA,929,32,SÃO PAULO,PARQUE SHANGRILA,"RUA ALONSO LOBO, 80 - C/2",
2631537711,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-06,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-06 10:24:00,2026-08-05 14:55:00,MOTO-ME CVV -JEFFERSON DA SILVA,929,32,SÃO PAULO,JD NORONHA,"RUA TOMAS IRIARTE, 53",
2631655225,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-07,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-07 10:39:00,2026-08-06 11:31:00,MOTO-ME CVV -JEFFERSON DA SILVA,929,32,SÃO PAULO,PARQUE SHANGRILA,"AVENIDA CARLOS BARBOSA SANTOS, 896",
2632445244,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-13,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-13 13:06:00,2026-08-12 15:38:00,MOTO-ME CVV -JEFFERSON DA SILVA,929,32,SÃO PAULO,JD CASTRO ALVES,"RUA SAO FRANCISCO, 29 - C/1",
2632455712,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-13,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-13 09:50:00,2026-08-12 17:03:00,MOTO-ME CVV -JEFFERSON DA SILVA,929,32,SÃO PAULO,PQ S MIGUEL,"RUA SALVADOR JORGE VELHO, 237 - C/3",
2632446593,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-13,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-13 09:58:00,2026-08-12 15:46:00,MOTO-ME CVV -JEFFERSON DA SILVA,929,32,SÃO PAULO,PQ RES COCAIA,"RUA QUINZE DE NOVEMBRO, 64 - C/1",
2632728674,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-15,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-15 11:45:00,2026-08-14 12:47:00,MOTO-ME CVV -JEFFERSON DA SILVA,923,32,SÃO PAULO,JD BELCITO,"TRAVESSA CORONEL JOAO CABANAS, 25 - C/6",
2633425498,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-20,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-20 09:12:00,2026-08-20 10:10:00,MOTO-ME CVV -JEFFERSON DA SILVA,923,32,SÃO PAULO,JD BONITO,"RUA GREGORIO DE QUEIROS, 58",
2633941969,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-25,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-25 10:54:00,2026-08-24 10:55:00,MOTO-ME CVV -JEFFERSON DA SILVA,929,32,SÃO PAULO,JD NORONHA,"RUA PORTO ISABEL, 118",
2634775074,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-29,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-29 14:24:00,2026-08-28 15:52:00,MOTO-ME CVV -JEFFERSON DA SILVA,929,32,SÃO PAULO,REC MARISA,"RUA FRANCISCO CORREA DE LEMOS, 22 - C/2",
2631278177,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-04,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-04 13:26:00,2026-08-03 15:13:00,MOTO-ME CVV - JEAN CARLOS,923,32,SÃO PAULO,CID DUTRA,"RUA ANIBAL DOS ANJOS CARVALHO, 722",
2631389718,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-04,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-04 07:33:00,2026-08-04 08:19:00,MOTO-ME CVV - JEAN CARLOS,923,32,SÃO PAULO,INTERLAGOS,"AVENIDA INTERLAGOS, 7000 - ALT",
2631528462,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-06,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-06 08:25:00,2026-08-05 13:32:00,MOTO-ME CVV - JEAN CARLOS,923,32,SÃO PAULO,JD BEATRIZ,"RUA ELVIRA GARRELLI WAFAE, 217 - C/2",
2631917525,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-08,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-08 09:42:00,2026-08-07 18:52:00,MOTO-ME CVV - JEAN CARLOS,929,32,SÃO PAULO,PQ COCAIA,"RUA VANDOMA, 64 - C/2",
2632422479,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-14,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-14 09:46:00,2026-08-12 12:39:00,MOTO-ME CVV - JEAN CARLOS,299,24,EMBU-GUACU,JD PENTEADO,"TRAVESSA VITORIA MARIA PACHECO, 292 - C/1",
2633253455,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-20,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-20 08:50:00,2026-08-19 12:01:00,MOTO-ME CVV - JEAN CARLOS,929,32,SÃO PAULO,PQ RES COCAIA,"RUA RUBENS DE OLIVEIRA, 10 - B C/4",
2634179617,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-27,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-27 10:24:00,2026-08-25 14:33:00,MOTO-ME CVV - JEAN CARLOS,929,32,SÃO PAULO,PQ RES DOS LAGOS,"RUA DAS ANDORINHAS BRASILEIRAS, 810 - C/4",
2635001020,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-31,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-31 11:17:00,2026-08-31 11:36:00,MOTO-ME CVV - JEAN CARLOS,923,32,SÃO PAULO,PQ S JOSE,"RUA MONTENOPOLIS, 1 - B",
2634878724,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-31,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-31 09:01:00,2026-08-29 15:01:00,MOTO-ME CVV - JEAN CARLOS,923,32,SÃO PAULO,PQ BRASIL,"RUA VICENTE DO REGO MONTEIRO, 178",
2632193646,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-11,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-11 09:51:00,2026-08-10 16:38:00,MOTO-ME CVV- CLAUDIO,923,32,SÃO PAULO,JD ICARAI,"RUA PORTA BANDEIRA, 18 - C/2",
2632742398,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-15,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-15 11:48:00,2026-08-14 14:52:00,MOTO-ME CVV- CLAUDIO,923,32,SÃO PAULO,JD MYRNA,"AVENIDA ANTONIO CARLOS BENJAMIN DOS SANTOS, 645 - A C/2",
2633120956,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-19,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-19 08:31:00,2026-08-18 13:07:00,MOTO-ME CVV- CLAUDIO,923,32,SÃO PAULO,ST JABOTICABEIRAS,"RUA FREI MATEUS DA ENCARNACAO PINA, 48 - C/3",
2633924517,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-24,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-24 09:52:00,2026-08-24 09:24:00,MOTO-ME CVV- CLAUDIO,923,32,SÃO PAULO,JD EDDA,"RUA SAINT GERMAIN, 77 - C/2",
2633940809,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-24,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-24 12:53:00,2026-08-24 10:47:00,MOTO-ME CVV- CLAUDIO,923,32,SÃO PAULO,PQ S JOSE,"RUA ORVILLE, 74 - C/3",
2634110032,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-25,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-25 11:30:00,2026-08-25 10:03:00,MOTO-ME CVV- CLAUDIO,923,32,SÃO PAULO,PQ AMERICA,"RUA HORACIO NUNES PIRES, 146 - C/3",
2633985558,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-26,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-26 10:26:00,2026-08-24 14:14:00,MOTO-ME CVV- CLAUDIO,923,32,SÃO PAULO,ST JABOTICABEIRAS,"RUA DANIEL RIBEIRO CALADO, 405 - C/3",
2634154090,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-26,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-26 11:29:00,2026-08-25 13:37:00,MOTO-ME CVV- CLAUDIO,923,32,SÃO PAULO,JD LALLO,"RUA JOANA AVANCINI PRADO, 281",
2634196342,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-27,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-27 12:22:00,2026-08-25 16:25:00,MOTO-ME CVV- CLAUDIO,923,32,SÃO PAULO,JD ICARAI,"RUA ANTONIO SIMAO DA COSTA, 501",
2631452432,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-05,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-05 12:00:00,2026-08-04 14:57:00,MOTO-ME CVV- EMERSON ALVES,923,32,SÃO PAULO,SOCORRO,"RUA AUGUSTO FERREIRA DE MORAIS, 975 - C/2",
2631645166,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-06,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-06 16:25:00,2026-08-06 10:13:00,MOTO-ME CVV- EMERSON ALVES,923,32,SÃO PAULO,VILA REPRESA,"RUA DONA RACHEL SCHEIN, 150",
2632401269,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-12,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-12 16:50:00,2026-08-12 10:21:00,MOTO-ME CVV- EMERSON ALVES,923,32,SÃO PAULO,JD PRESIDENTE,"RUA MONTE ARROIO, 45 - C/3",
2632549063,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-14,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-14 08:26:00,2026-08-13 12:20:00,MOTO-ME CVV- EMERSON ALVES,923,32,SÃO PAULO,PQ DO CASTELO,"AVENIDA ALCINDO FERREIRA, 617 - A C/5",
2632823059,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-16,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-16 11:17:00,2026-08-15 10:10:00,SAN INT - VAZAMENTO - JOSE CARLOS B,929,32,SÃO PAULO,CANTINHO DO CEU,"TRAVESSA INHARE, 42",
2630957671,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-01,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-01 14:21:00,2026-07-31 13:15:00,MOTO-ME CCV- ANDRE CIRQUEIRA,929,32,SÃO PAULO,JD S JUDAS TADEU,"RUA BARBUDINHO, 1 - C/7",
2631971864,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-09,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-09 13:42:00,2026-08-08 09:09:00,MOTO-ME CCV- ANDRE CIRQUEIRA,929,32,SÃO PAULO,PARELHEIROS,"RUA MARIA ROSCHEL SCHUNCK, 859 - C/1",
2631977523,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-09,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-09 13:02:00,2026-08-08 11:59:00,MOTO-ME CCV- ANDRE CIRQUEIRA,929,32,SÃO PAULO,JD ALMEIDA,"RUA SILVIO, 180 - C/4",
2632444656,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-13,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-13 09:56:00,2026-08-12 15:33:00,MOTO-ME CCV- ANDRE CIRQUEIRA,929,32,SÃO PAULO,JD HERPLIN,"RUA DANIEL MAS, 77 - C/1",
2632460359,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-13,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-13 11:09:00,2026-08-12 18:35:00,MOTO-ME CCV- ANDRE CIRQUEIRA,929,32,SÃO PAULO,PARELHEIROS,"ESTRADA DA COLONIA MARIO REIMBERG CHRISTE, 191 - A C/2",
2633429477,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-20,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-20 13:11:00,2026-08-20 10:35:00,MOTO-ME CCV- ANDRE CIRQUEIRA,929,32,SÃO PAULO,JD ALMEIDA,"AVENIDA ALMEIDA, 9 - D C/1",
2634451421,REATIVAR LIGAÇÃO DE ÁGUA S/V,2026-08-28,REATIVADA LIGAÇÃO DE ÁGUA S/V,2026-08-28 11:39:00,2026-08-27 11:46:00,SAN INT - LNA - GENILSON OLIVEIRA,299,24,EMBU-GUACU,JD CAMPESTRE,"RUA JOSE ROSCHEL SCHUNK, 3",qqw
2634025815,TESTE DE COMPACTAÇÃO,2026-08-28,TESTE DE COMPACTAÇÃO APROVADO,2026-08-28 10:01:00,2026-08-28 09:20:00,SAN INT - ESGOTO - GEISSON LUZ,923,32,SÃO PAULO,JD S BERNARDO,"RUA SOUSA VITERBO, 80",
2633939784,TESTE DE COMPACTAÇÃO,2026-08-24,TESTE DE COMPACTAÇÃO APROVADO,2026-08-24 17:23:00,2026-08-24 15:13:00,SAN INT - ESGOTO - REGINALDO RIBEIRO,929,32,SÃO PAULO,JD SAO FCO DE ASSIS,"RUA MIGUEL EVANGELISTA VIEIRA, 25 - A",
2631399227,COMPACTAR E SELAR BASE,2026-08-10,COMPACTAÇÃO E SELAGEM DA BASE,2026-08-10 07:01:00,2026-08-04 09:45:00,SAN INT - VAZAMENTO - thiago heleno,299,24,EMBU-GUACU,CIPO,"RUA PAULO STRAMBI, 220",
2631156839,COMPACTAR E SELAR BASE,2026-08-03,COMPACTAÇÃO E SELAGEM DA BASE,2026-08-03 13:17:00,2026-08-03 12:53:00,SAN INT - VAZAMENTO - WILAMARQUES,923,32,SÃO PAULO,CH COCAIA,"RUA GENERAL JOSE CORREA, 2 - A C/1",
26101824792,COMPACTAR E SELAR BASE,2026-08-20,COMPACTAÇÃO E SELAGEM DA BASE,2026-08-20 17:01:00,2026-08-20 16:43:00,SAN INT - VAZAMENTO - WILAMARQUES,929,32,SÃO PAULO,PQ COCAIA,"RUA VICENZO BELLINI, 21",
2633913217,COMPACTAR E SELAR BASE,2026-08-24,COMPACTAÇÃO E SELAGEM DA BASE,2026-08-24 18:57:00,2026-08-24 18:11:00,SAN INT - VAZAMENTO - WILAMARQUES,923,32,SÃO PAULO,PQ MARIA FERNANDES,"RUA BARTOLOMEU RAMPINI, 34 - C/4",
2699081914,COMPACTAR E SELAR BASE,2026-08-04,COMPACTAÇÃO E SELAGEM DA BASE,2026-08-04 08:30:00,2026-08-04 06:30:00,SAN INT - VAZAMENTO - JOABSON SANTOS,929,32,SÃO PAULO,JD STA FE,"RUA CONDE DE LANCASTRE, 194",SEGUE LINK COM FOTOS https://photos.app.goo.gl/36MNGdUDrubzvNo77
2631556032,COMPACTAR E SELAR BASE,2026-08-07,COMPACTAÇÃO E SELAGEM DA BASE,2026-08-07 17:21:00,2026-08-07 16:51:00,SAN INT - VAZAMENTO - JOABSON SANTOS,929,32,SÃO PAULO,COND VARGEM GRANDE,"RUA AMOR PERFEITO, 73",
2631838265,COMPACTAR E SELAR BASE,2026-08-07,COMPACTAÇÃO E SELAGEM DA BASE,2026-08-07 11:26:00,2026-08-07 10:29:00,SAN INT - VAZAMENTO - JOABSON SANTOS,929,32,SÃO PAULO,JD PROGRESSO,"RUA DOUTOR AMERICANO, 70 - A",
2631530355,COMPACTAR E SELAR BASE,2026-08-07,COMPACTAÇÃO E SELAGEM DA BASE,2026-08-07 12:21:00,2026-08-07 11:50:00,SAN INT - ESGOTO - GEISSON LUZ,929,32,SÃO PAULO,PQ RES COCAIA,"RUA CAIRU, 190 - C/1",
2631908657,COMPACTAR E SELAR BASE,2026-08-16,COMPACTAÇÃO E SELAGEM DA BASE,2026-08-16 11:25:00,2026-08-16 11:22:00,SAN INT - ESGOTO - GEISSON LUZ,923,32,SÃO PAULO,PQ BRASIL,"AVENIDA DONA BELMIRA MARIN, 1654 - C/1",
2633417946,COMPACTAR E SELAR BASE,2026-08-20,COMPACTAÇÃO E SELAGEM DA BASE,2026-08-20 10:01:00,2026-08-20 09:48:00,SAN INT - VAZAMENTO - LUIS HENRIQUE,923,32,SÃO PAULO,JD S JOSE,"RUA DISCIPULOS DE EMAUS, 205 - B C/1",
2633853274,COMPACTAR E SELAR BASE,2026-08-23,COMPACTAÇÃO E SELAGEM DA BASE,2026-08-23 16:05:00,2026-08-23 15:52:00,SAN INT - VAZAMENTO - LUIS HENRIQUE,923,32,SÃO PAULO,V CALIFORNIA,"RUA JOAO DE PAULA FRANCO, 265",
2633789509,COMPACTAR E SELAR BASE,2026-08-26,COMPACTAÇÃO E SELAGEM DA BASE,2026-08-26 15:01:00,2026-08-26 14:14:00,SAN INT - VAZAMENTO - LUIS HENRIQUE,923,32,SÃO PAULO,JD STA RITA,"RUA VICTOR BALAGUER, 40 - A C/1",
2633009601,COMPACTAR E SELAR BASE,2026-08-19,COMPACTAÇÃO E SELAGEM DA BASE,2026-08-19 15:44:00,2026-08-19 13:45:00,SAN INT - VAZAMENTO - LUIS HENRIQUE,929,32,SÃO PAULO,PQ COCAIA,"RUA DAS TIMBEBAS, 236 - C/1",
2630566707,COMPACTAR E SELAR BASE,2026-08-01,COMPACTAÇÃO E SELAGEM DA BASE,2026-08-01 16:03:00,2026-08-01 15:59:00,GLOBAL INTERLAGOS - ALAN SILVA,299,24,EMBU-GUACU,CIPO,"AVENIDA HENRIQUE SCHUNCK, 53",
2634028102,COMPACTAR E SELAR BASE,2026-08-25,COMPACTAÇÃO E SELAGEM DA BASE,2026-08-25 14:40:00,2026-08-25 13:48:00,SAN INT - ESGOTO - ENIO MARCOS,299,24,EMBU-GUACU,JD BRASIL,"RUA MANOEL PIRES DE MORAES PEDROSO, 285",
26101150643,COMPACTAR E SELAR BASE,2026-08-19,COMPACTAÇÃO E SELAGEM DA BASE,2026-08-19 12:07:00,2026-08-19 11:51:00,SAN INT - VAZAMENTO - FABIANO SANTOS,923,32,SÃO PAULO,JD PRESIDENTE,"RUA CONTOS AMAZONICOS, 309",
26102117993,COMPACTAR E SELAR BASE,2026-08-30,COMPACTAÇÃO E SELAGEM DA BASE,2026-08-30 11:15:00,2026-08-30 11:05:00,SAN INT - VAZAMENTO - FABIANO SANTOS,923,32,SÃO PAULO,PQ S JOSE,"RUA ORVILLE, 38",
2634870224,COMPACTAR E SELAR BASE,2026-08-30,COMPACTAÇÃO E SELAGEM DA BASE,2026-08-30 11:28:00,2026-08-30 11:01:00,SAN INT - ESGOTO - REGINALDO RIBEIRO,923,32,SÃO PAULO,SOCORRO,"RUA DOUTOR MAURO PAES DE ALMEIDA, 212","etapa jerada so para pode abrir a capa asfáltica, a equipe ja tinha saído do local mas dechamos outra equipe colocando o asfalto."
2630716161,TROCAR SOLO INV,2026-08-25,TROCA DE SOLO INV,2026-08-25 17:47:00,2026-08-25 17:18:00,SAN INT - OBRAS - ANTONIO ERENILDO,929,32,SÃO PAULO,JD LUCELIA,"RUA UNIAO POPULAR, 63 - A",
2633170831,TROCAR SOLO INV,2026-08-19,TROCA DE SOLO INV,2026-08-19 13:20:00,2026-08-19 11:17:00,SAN INT - VAZAMENTO - FRANCISCO IDEVANIO,923,32,SÃO PAULO,PQ AMERICA,"RUA NOVA DELHI, 82 - B C/2",
2632404403,LIGAÇÃO DE ÁGUA S/V,2026-08-20,LIGAÇÃO DE ÁGUA S/V,2026-08-20 16:09:00,2026-08-12 10:44:00,SAN INT - LNA - EDUARDO ANSELMO,929,32,SÃO PAULO,PQ COCAIA,"RUA PORTUNHOS, 199",
2634310895,LIGAÇÃO DE ÁGUA S/V,2026-08-27,LIGAÇÃO DE ÁGUA S/V,2026-08-27 11:45:00,2026-08-26 14:07:00,SAN INT - LNA - EDUARDO ANSELMO,923,32,SÃO PAULO,INTERLAGOS,"RUA DJALMA PESSOLATO, 510",
2630056758,LIGAÇÃO DE ÁGUA S/V,2026-08-07,LIGAÇÃO DE ÁGUA S/V,2026-08-07 13:56:00,2026-07-24 15:29:00,SAN INT - VAZAMENTO - FRANCISCO IDEVANIO,929,32,SÃO PAULO,PARQUE SHANGRILA,"RUA SEM NOME, 223",Rua de terra
2630665948,LIGAÇÃO DE ÁGUA S/V,2026-08-10,LIGAÇÃO DE ÁGUA S/V,2026-08-10 14:09:00,2026-07-29 16:34:00,SAN INT - VAZAMENTO - EDILTON JOSE,923,32,SÃO PAULO,PQ MARIA FERNANDES,"AVENIDA PAULO GUILGUER REIMBERG, 3944",
2633281316,LIGAÇÃO DE ÁGUA S/V,2026-08-21,LIGAÇÃO DE ÁGUA S/V,2026-08-21 11:02:00,2026-08-19 15:02:00,SAN INT - VAZAMENTO - EDILTON JOSE,929,32,SÃO PAULO,JD SAO JUDAS TADEU,"RUA UNIAO, 177",
2634755241,LIGAÇÃO DE ÁGUA S/V,2026-08-30,LIGAÇÃO DE ÁGUA S/V,2026-08-30 16:20:00,2026-08-28 14:15:00,SAN INT - VAZAMENTO - EDILTON JOSE,923,32,SÃO PAULO,PQ NOVO GRAJAU,"RUA PALMEIRA, 2",Observação pavimento terra passeio do cliente em obra (construção)
2628274602,LIGAÇÃO DE ÁGUA S/V,2026-08-04,LIGAÇÃO DE ÁGUA S/V,2026-08-04 15:32:00,2026-07-10 10:05:00,SAN INT - VAZAMENTO - GUSTAVO,929,32,SÃO PAULO,JD IPORA,"RUA JAIME BRUNO ROSCHEL, 64 - C/1 C/2",
2631840912,LIGAÇÃO DE ÁGUA S/V,2026-08-25,LIGAÇÃO DE ÁGUA S/V,2026-08-25 11:45:00,2026-08-07 08:33:00,SAN INT - VAZAMENTO - JOSE CARLOS B,929,32,SÃO PAULO,JD DOS ALAMOS,"RUA DAS BARCACAS, 30",
2627900684,LIGAÇÃO DE ÁGUA S/V,2026-08-11,LIGAÇÃO DE ÁGUA S/V,2026-08-11 17:16:00,2026-07-07 15:42:00,GLOBAL INTERLAGOS - ALAN SILVA,299,24,EMBU-GUACU,GRANJINHA M REGINA,"RUA DOS CEDROS, 103",
2631689537,TESTE DE COMPACTAÇÃO INV,2026-08-11,TESTE DE COMPACTAÇÃO INV APROVADO,2026-08-11 10:03:00,2026-08-11 10:00:00,SAN INT - VAZAMENTO - FRANCISCO IDEVANIO,929,32,SÃO PAULO,CH SAO SILVESTRE,"RUA DIOMEDES, 77 - C/1",
2631476056,TESTE DE COMPACTAÇÃO INV,2026-08-13,TESTE DE COMPACTAÇÃO INV APROVADO,2026-08-13 12:18:00,2026-08-13 11:03:00,SAN INT - ESGOTO - GEISSON LUZ,923,32,SÃO PAULO,JD STA BARBARA,"AVENIDA JOAQUIM NAPOLEAO MACHADO, 1146 - C/1",
2631393854,TESTE DE COMPACTAÇÃO INV,2026-08-18,TESTE DE COMPACTAÇÃO INV APROVADO,2026-08-18 17:44:00,2026-08-18 17:00:00,SAN INT - ESGOTO - GEISSON LUZ,929,32,SÃO PAULO,PARELHEIROS,"RUA MARIANA LUIZA DE JESUS, 157",
2633286134,TESTE DE COMPACTAÇÃO INV,2026-08-26,TESTE DE COMPACTAÇÃO INV APROVADO,2026-08-26 07:01:00,2026-08-19 19:08:00,GLOBAL INTERLAGOS - BRYAN,923,32,SÃO PAULO,JD CASTRO ALVES,"RUA ANTOLIN GARCIA, 484",
2631436100,TESTE DE COMPACTAÇÃO INV,2026-08-06,TESTE DE COMPACTAÇÃO INV APROVADO,2026-08-06 15:15:00,2026-08-06 14:30:00,SAN INT - ESGOTO - REGINALDO RIBEIRO,929,32,SÃO PAULO,JARDIM MORAIS PRADO,"RUA ANACREONTE, 39 - B",
2632435248,TESTE DE COMPACTAÇÃO INV,2026-08-15,TESTE DE COMPACTAÇÃO INV APROVADO,2026-08-15 07:07:00,2026-08-15 07:01:00,SAN INT - ESGOTO - REGINALDO RIBEIRO,929,32,SÃO PAULO,PQ SHANGRI-LA,"RUA FABIO CONSTANTINI, 480",
2632567329,TESTE DE COMPACTAÇÃO INV,2026-08-18,TESTE DE COMPACTAÇÃO INV APROVADO,2026-08-18 12:29:00,2026-08-18 11:33:00,SAN INT - ESGOTO - REGINALDO RIBEIRO,923,32,SÃO PAULO,SITIO DAS CORUJAS,"AVENIDA JOAQUIM NAPOLEAO MACHADO, 1556",
2634337920,TESTE DE COMPACTAÇÃO INV,2026-08-27,TESTE DE COMPACTAÇÃO INV APROVADO,2026-08-27 16:17:00,2026-08-27 15:23:00,SAN INT - ESGOTO - REGINALDO RIBEIRO,923,32,SÃO PAULO,CID DUTRA,"AVENIDA SENADOR TEOTONIO VILELA, 1220",
2630716161,ATERRAR VALA INV,2026-08-25,ATERRO DE VALA INV,2026-08-25 17:43:00,2026-08-25 17:18:00,SAN INT - OBRAS - ANTONIO ERENILDO,929,32,SÃO PAULO,JD LUCELIA,"RUA UNIAO POPULAR, 63 - A",
2630455677,COMPACTAR E SELAR BASE INV,2026-08-03,COMPACTAÇÃO E SELAGEM DA BASE INV,2026-08-03 16:54:00,2026-08-03 16:17:00,ENCARREGADO - ROBSON SANTOS,923,32,SÃO PAULO,PQ S JOSE,"RUA NOVA ZELANDIA, 6 - C/1",
26100959946,COMPACTAR E SELAR BASE INV,2026-08-12,COMPACTAÇÃO E SELAGEM DA BASE INV,2026-08-12 16:26:00,2026-08-12 14:53:00,ENCARREGADO - ROBSON SANTOS,929,32,SÃO PAULO,PARQUE SHANGRILA,"RUA IRMA MARIA LOURENCA, 1008",
2632550145,COMPACTAR E SELAR BASE INV,2026-08-15,COMPACTAÇÃO E SELAGEM DA BASE INV,2026-08-15 12:22:00,2026-08-13 16:49:00,ENCARREGADO - ROBSON SANTOS,923,32,SÃO PAULO,VELEIROS,"AVENIDA IPANEMA, 834",Material usado para compacta e sela base *(REPARADOR ASFÁLTICO)*
